id,formula_text,solution_text,model_text,hybrid_time,backend_only_time,is_hybrid_winner,hybrid_time_diff
249,"((a = 123456) ^ (b = 123456) ^ (not (c = 123456)) ^ (not (d = 123456)) ^ (e = 123456) ^ (f = 123456) ^ (g = 123456) ^ (h = 123456) ^ (not (i = 123456)) ^ (j = 123456))","SAT","{
j => 123456
i => 123455
h => 123456
g => 123456
f => 123456
e => 123456
d => 123455
c => 123455
b => 123456
a => 123456
}",20.233,112.146,1,-91.913
250,"((a = 123456) ^ (b = 123456) ^ (not (c = 123456)) ^ (not (d = 123456)) ^ (e = 123456) ^ (f = 123456) ^ (g = 123456) ^ (h = 123456) ^ (i = 123456) ^ (j = 123456))","SAT","{
j => 123456
i => 123456
h => 123456
g => 123456
f => 123456
e => 123456
d => 123455
c => 123455
b => 123456
a => 123456
}",18.157,98.214,1,-80.057
251,"((a = 123456) ^ (b = 123456) ^ (not (c = 123456)) ^ (d = 123456) ^ (not (e = 123456)) ^ (not (f = 123456)) ^ (not (g = 123456)) ^ (h = 123456) ^ (i = 123456) ^ (j = 123456))","SAT","{
j => 123456
i => 123456
h => 123456
g => 123455
f => 123455
e => 123455
d => 123456
c => 123455
b => 123456
a => 123456
}",23.389,99.397,1,-76.008
252,"((a = 123456) ^ (b = 123456) ^ (not (c = 123456)) ^ (d = 123456) ^ (not (e = 123456)) ^ (not (f = 123456)) ^ (g = 123456) ^ (not (h = 123456)) ^ (i = 123456) ^ (j = 123456))","SAT","{
j => 123456
i => 123456
h => 123455
g => 123456
f => 123455
e => 123455
d => 123456
c => 123455
b => 123456
a => 123456
}",23.099,111.592,1,-88.493
253,"((a = 123456) ^ (b = 123456) ^ (not (c = 123456)) ^ (d = 123456) ^ (not (e = 123456)) ^ (not (f = 123456)) ^ (g = 123456) ^ (h = 123456) ^ (not (i = 123456)) ^ (j = 123456))","SAT","{
j => 123456
i => 123455
h => 123456
g => 123456
f => 123455
e => 123455
d => 123456
c => 123455
b => 123456
a => 123456
}",24.964,107.788,1,-82.824
254,"((a = 123456) ^ (b = 123456) ^ (not (c = 123456)) ^ (d = 123456) ^ (not (e = 123456)) ^ (not (f = 123456)) ^ (g = 123456) ^ (h = 123456) ^ (i = 123456) ^ (j = 123456))","SAT","{
j => 123456
i => 123456
h => 123456
g => 123456
f => 123455
e => 123455
d => 123456
c => 123455
b => 123456
a => 123456
}",20.982,123.226,1,-102.244
255,"((a = 123456) ^ (b = 123456) ^ (not (c = 123456)) ^ (d = 123456) ^ (not (e = 123456)) ^ (f = 123456) ^ (not (g = 123456)) ^ (not (h = 123456)) ^ (i = 123456) ^ (j = 123456))","SAT","{
j => 123456
i => 123456
h => 123455
g => 123455
f => 123456
e => 123455
d => 123456
c => 123455
b => 123456
a => 123456
}",22.757,99.328,1,-76.571
256,"((a = 123456) ^ (b = 123456) ^ (not (c = 123456)) ^ (d = 123456) ^ (not (e = 123456)) ^ (f = 123456) ^ (not (g = 123456)) ^ (h = 123456) ^ (not (i = 123456)) ^ (j = 123456))","SAT","{
j => 123456
i => 123455
h => 123456
g => 123455
f => 123456
e => 123455
d => 123456
c => 123455
b => 123456
a => 123456
}",22.164,96.696,1,-74.532
257,"((a = 123456) ^ (b = 123456) ^ (not (c = 123456)) ^ (d = 123456) ^ (not (e = 123456)) ^ (f = 123456) ^ (not (g = 123456)) ^ (h = 123456) ^ (i = 123456) ^ (j = 123456))","SAT","{
j => 123456
i => 123456
h => 123456
g => 123455
f => 123456
e => 123455
d => 123456
c => 123455
b => 123456
a => 123456
}",19.788,93.980,1,-74.192
258,"((a = 123456) ^ (b = 123456) ^ (not (c = 123456)) ^ (d = 123456) ^ (not (e = 123456)) ^ (f = 123456) ^ (g = 123456) ^ (not (h = 123456)) ^ (i = 123456) ^ (j = 123456))","SAT","{
j => 123456
i => 123456
h => 123455
g => 123456
f => 123456
e => 123455
d => 123456
c => 123455
b => 123456
a => 123456
}",20.090,96.502,1,-76.412
259,"((a = 123456) ^ (b = 123456) ^ (not (c = 123456)) ^ (d = 123456) ^ (not (e = 123456)) ^ (f = 123456) ^ (g = 123456) ^ (h = 123456) ^ (not (i = 123456)) ^ (j = 123456))","SAT","{
j => 123456
i => 123455
h => 123456
g => 123456
f => 123456
e => 123455
d => 123456
c => 123455
b => 123456
a => 123456
}",19.410,207.353,1,-187.943
260,"((a = 123456) ^ (b = 123456) ^ (not (c = 123456)) ^ (d = 123456) ^ (not (e = 123456)) ^ (f = 123456) ^ (g = 123456) ^ (h = 123456) ^ (i = 123456) ^ (j = 123456))","SAT","{
j => 123456
i => 123456
h => 123456
g => 123456
f => 123456
e => 123455
d => 123456
c => 123455
b => 123456
a => 123456
}",22.020,146.643,1,-124.623
261,"((a = 123456) ^ (b = 123456) ^ (not (c = 123456)) ^ (d = 123456) ^ (e = 123456) ^ (not (f = 123456)) ^ (not (g = 123456)) ^ (h = 123456) ^ (i = 123456) ^ (j = 123456))","SAT","{
j => 123456
i => 123456
h => 123456
g => 123455
f => 123455
e => 123456
d => 123456
c => 123455
b => 123456
a => 123456
}",23.998,147.314,1,-123.316
262,"((a = 123456) ^ (b = 123456) ^ (not (c = 123456)) ^ (d = 123456) ^ (e = 123456) ^ (not (f = 123456)) ^ (g = 123456) ^ (not (h = 123456)) ^ (i = 123456) ^ (j = 123456))","SAT","{
j => 123456
i => 123456
h => 123455
g => 123456
f => 123455
e => 123456
d => 123456
c => 123455
b => 123456
a => 123456
}",25.026,151.479,1,-126.453
263,"((a = 123456) ^ (b = 123456) ^ (not (c = 123456)) ^ (d = 123456) ^ (e = 123456) ^ (not (f = 123456)) ^ (g = 123456) ^ (h = 123456) ^ (not (i = 123456)) ^ (j = 123456))","SAT","{
j => 123456
i => 123455
h => 123456
g => 123456
f => 123455
e => 123456
d => 123456
c => 123455
b => 123456
a => 123456
}",21.576,105.697,1,-84.121
264,"((a = 123456) ^ (b = 123456) ^ (not (c = 123456)) ^ (d = 123456) ^ (e = 123456) ^ (not (f = 123456)) ^ (g = 123456) ^ (h = 123456) ^ (i = 123456) ^ (j = 123456))","SAT","{
j => 123456
i => 123456
h => 123456
g => 123456
f => 123455
e => 123456
d => 123456
c => 123455
b => 123456
a => 123456
}",18.185,104.783,1,-86.598
265,"((a = 123456) ^ (b = 123456) ^ (not (c = 123456)) ^ (d = 123456) ^ (e = 123456) ^ (f = 123456) ^ (not (g = 123456)) ^ (not (h = 123456)) ^ (i = 123456) ^ (j = 123456))","SAT","{
j => 123456
i => 123456
h => 123455
g => 123455
f => 123456
e => 123456
d => 123456
c => 123455
b => 123456
a => 123456
}",21.059,100.688,1,-79.629
266,"((a = 123456) ^ (b = 123456) ^ (not (c = 123456)) ^ (d = 123456) ^ (e = 123456) ^ (f = 123456) ^ (not (g = 123456)) ^ (h = 123456) ^ (not (i = 123456)) ^ (j = 123456))","SAT","{
j => 123456
i => 123455
h => 123456
g => 123455
f => 123456
e => 123456
d => 123456
c => 123455
b => 123456
a => 123456
}",21.184,133.514,1,-112.330
267,"((a = 123456) ^ (b = 123456) ^ (not (c = 123456)) ^ (d = 123456) ^ (e = 123456) ^ (f = 123456) ^ (not (g = 123456)) ^ (h = 123456) ^ (i = 123456) ^ (j = 123456))","SAT","{
j => 123456
i => 123456
h => 123456
g => 123455
f => 123456
e => 123456
d => 123456
c => 123455
b => 123456
a => 123456
}",21.877,118.984,1,-97.107
268,"((a = 123456) ^ (b = 123456) ^ (not (c = 123456)) ^ (d = 123456) ^ (e = 123456) ^ (f = 123456) ^ (g = 123456) ^ (not (h = 123456)) ^ (i = 123456) ^ (j = 123456))","SAT","{
j => 123456
i => 123456
h => 123455
g => 123456
f => 123456
e => 123456
d => 123456
c => 123455
b => 123456
a => 123456
}",18.536,97.978,1,-79.442
269,"((a = 123456) ^ (b = 123456) ^ (not (c = 123456)) ^ (d = 123456) ^ (e = 123456) ^ (f = 123456) ^ (g = 123456) ^ (h = 123456) ^ (not (i = 123456)) ^ (j = 123456))","SAT","{
j => 123456
i => 123455
h => 123456
g => 123456
f => 123456
e => 123456
d => 123456
c => 123455
b => 123456
a => 123456
}",37.181,116.032,1,-78.851
270,"((a = 123456) ^ (b = 123456) ^ (not (c = 123456)) ^ (d = 123456) ^ (e = 123456) ^ (f = 123456) ^ (g = 123456) ^ (h = 123456) ^ (i = 123456) ^ (j = 123456))","SAT","{
j => 123456
i => 123456
h => 123456
g => 123456
f => 123456
e => 123456
d => 123456
c => 123455
b => 123456
a => 123456
}",17.282,134.496,1,-117.214
271,"((b < a) ^ (not (c = 123456)) ^ (not (d = 123456)) ^ (e = 123456) ^ (not (f = 123456)) ^ (not (g = 123456)) ^ (not (h = 123456)) ^ (i = 123456) ^ (j = 123456) ^ (k = 123456))","SAT","{
k => 123456
j => 123456
i => 123456
h => 123455
g => 123455
f => 123455
e => 123456
d => 123455
c => 123455
b => 1152921504606846974
a => 1152921504606846975
}",39.565,162.225,1,-122.660
272,"((b < a) ^ (not (c = 123456)) ^ (not (d = 123456)) ^ (e = 123456) ^ (not (f = 123456)) ^ (g = 123456) ^ (not (h = 123456)) ^ (not (i = 123456)) ^ (j = 123456) ^ (k = 123456))","SAT","{
k => 123456
j => 123456
i => 123455
h => 123455
g => 123456
f => 123455
e => 123456
d => 123455
c => 123455
b => 1152921504606846974
a => 1152921504606846975
}",35.242,131.894,1,-96.652
273,"((b < a) ^ (not (c = 123456)) ^ (not (d = 123456)) ^ (not (e = 123456)) ^ (f = 123456) ^ (g = 123456) ^ (not (h = 123456)) ^ (not (i = 123456)) ^ (j = 123456) ^ (k = 123456))","SAT","{
k => 123456
j => 123456
i => 123455
h => 123455
g => 123456
f => 123456
e => 123455
d => 123455
c => 123455
b => 1152921504606846974
a => 1152921504606846975
}",29.120,129.155,1,-100.035
274,"((not (b > a)) ^ (not (b < a)) ^ (b < c) ^ (a < c) ^ (not (d = 123456)) ^ (not (e = 123456)) ^ (not (f = 123456)) ^ (g = 123456) ^ (h = 123456))","SAT","{
h => 123456
g => 123456
f => 123455
e => 123455
d => 123455
c => 1152921504606846975
b => 1152921504606846974
a => 1152921504606846974
}",19.277,146.899,1,-127.622
275,"((not (b < a)) ^ (not (c = 123456)) ^ (not (d = 123456)) ^ (e = 123456) ^ (not (f = 123456)) ^ (not (g = 123456)) ^ (h = 123456) ^ (not (i = 123456)) ^ (j = 123456) ^ (k = 123456))","SAT","{
k => 123456
j => 123456
i => 123455
h => 123456
g => 123455
f => 123455
e => 123456
d => 123455
c => 123455
b => 1152921504606846975
a => 1152921504606846975
}",33.761,172.782,1,-139.021
276,"((a = 123456) ^ (b = 123456) ^ (c = 123456) ^ (not (d = 123456)) ^ (not (e = 123456)) ^ (not (f = 123456)) ^ (g = 123456) ^ (h = 123456) ^ (i = 123456) ^ (j = 123456))","SAT","{
j => 123456
i => 123456
h => 123456
g => 123456
f => 123455
e => 123455
d => 123455
c => 123456
b => 123456
a => 123456
}",43.323,119.895,1,-76.572
277,"((a = 123456) ^ (b = 123456) ^ (c = 123456) ^ (not (d = 123456)) ^ (not (e = 123456)) ^ (f = 123456) ^ (not (g = 123456)) ^ (h = 123456) ^ (i = 123456) ^ (j = 123456))","SAT","{
j => 123456
i => 123456
h => 123456
g => 123455
f => 123456
e => 123455
d => 123455
c => 123456
b => 123456
a => 123456
}",23.345,106.482,1,-83.137
278,"((a = 123456) ^ (b = 123456) ^ (c = 123456) ^ (not (d = 123456)) ^ (not (e = 123456)) ^ (f = 123456) ^ (g = 123456) ^ (not (h = 123456)) ^ (i = 123456) ^ (j = 123456))","SAT","{
j => 123456
i => 123456
h => 123455
g => 123456
f => 123456
e => 123455
d => 123455
c => 123456
b => 123456
a => 123456
}",20.894,102.929,1,-82.035
279,"((a = 123456) ^ (b = 123456) ^ (c = 123456) ^ (not (d = 123456)) ^ (not (e = 123456)) ^ (f = 123456) ^ (g = 123456) ^ (h = 123456) ^ (not (i = 123456)) ^ (j = 123456))","SAT","{
j => 123456
i => 123455
h => 123456
g => 123456
f => 123456
e => 123455
d => 123455
c => 123456
b => 123456
a => 123456
}",20.874,99.585,1,-78.711
280,"((a = 123456) ^ (b = 123456) ^ (c = 123456) ^ (not (d = 123456)) ^ (not (e = 123456)) ^ (f = 123456) ^ (g = 123456) ^ (h = 123456) ^ (i = 123456) ^ (j = 123456))","SAT","{
j => 123456
i => 123456
h => 123456
g => 123456
f => 123456
e => 123455
d => 123455
c => 123456
b => 123456
a => 123456
}",17.134,96.468,1,-79.334
281,"a","SAT","{}",0.538,48.053,1,-47.515
282,"(a ^ b)","SAT","{}",0.511,75.643,1,-75.132
283,"((not (b = a)) ^ (not (d = c)))","SAT","{
d => 1152921504606846974
c => 1152921504606846975
b => 1152921504606846974
a => 1152921504606846975
}",5.621,63.291,1,-57.670
284,"((a = 123456) ^ (not (b = 123456)))","SAT","{
b => 123455
a => 123456
}",3.628,60.242,1,-56.614
285,"(a > 0)","SAT","{
a => 1152921504606846975
}",1.594,56.217,1,-54.623
286,"(a ^ (not (b > 0)))","SAT","{
b => 0
}",1.632,65.035,1,-63.403
287,"(b > a)","SAT","{
b => 1152921504606846975
a => 1152921504606846974
}",1.933,78.058,1,-76.125
288,"((not (b = a)) ^ (b = c))","SAT","{
c => 1152921504606846974
b => 1152921504606846974
a => 1152921504606846975
}",3.840,60.905,1,-57.065
289,"((b = a) ^ (not (a = b)))","UNSAT","",3.498,29.402,1,-25.904
290,"((b = a) ^ (not (c = b)) ^ (c = a))","UNSAT","",5.878,26.675,1,-20.797
291,"((not (b = a)) ^ (not (d = c)) ^ (not (c = d)))","SAT","{
d => 1152921504606846974
c => 1152921504606846975
b => 1152921504606846974
a => 1152921504606846975
}",6.945,63.792,1,-56.847
292,"((not ((a * -1) < 0)) ^ (a > 0))","SAT","{
a => 1152921504606846975
}",1.407,29.623,1,-28.216
293,"((not (a > 0)) ^ ((b * -1) < 0) ^ (b > 0))","SAT","{
b => 1152921504606846975
a => 0
}",2.325,64.799,1,-62.474
294,"(not (a <= 0))","SAT","{
a => 1152921504606846975
}",1.234,51.371,1,-50.137
295,"((b = a) ^ (not (d = c)))","SAT","{
d => 1152921504606846974
c => 1152921504606846975
b => 1152921504606846975
a => 1152921504606846975
}",3.894,60.427,1,-56.533
296,"((a = 123456) ^ (not (c = b)) ^ (not (e = d)))","SAT","{
e => 1152921504606846974
d => 1152921504606846975
c => 1152921504606846974
b => 1152921504606846975
a => 123456
}",7.100,71.242,1,-64.142
297,"((a = 123456) ^ (c = b) ^ (not (e = d)))","SAT","{
e => 1152921504606846974
d => 1152921504606846975
c => 1152921504606846975
b => 1152921504606846975
a => 123456
}",6.309,67.763,1,-61.454
298,"((a = 123456) ^ (c = b) ^ (e = d))","SAT","{
e => 1152921504606846975
d => 1152921504606846975
c => 1152921504606846975
b => 1152921504606846975
a => 123456
}",4.864,66.860,1,-61.996
299,"((b = a) ^ (not (c = 123456)) ^ (not (e = d)) ^ (not (g = f)))","SAT","{
g => 1152921504606846974
f => 1152921504606846975
e => 1152921504606846974
d => 1152921504606846975
c => 123455
b => 1152921504606846975
a => 1152921504606846975
}",31.737,106.653,1,-74.916
300,"((b = a) ^ (not (c = 123456)) ^ (e = d) ^ (not (g = f)))","SAT","{
g => 1152921504606846974
f => 1152921504606846975
e => 1152921504606846975
d => 1152921504606846975
c => 123455
b => 1152921504606846975
a => 1152921504606846975
}",10.991,80.956,1,-69.965
301,"((a = 123456) ^ (not (c = b)) ^ (e = d))","SAT","{
e => 1152921504606846975
d => 1152921504606846975
c => 1152921504606846974
b => 1152921504606846975
a => 123456
}",5.725,70.318,1,-64.593
302,"((b = a) ^ (c = 123456) ^ (not (d = b)) ^ (not (f = e)))","SAT","{
f => 1152921504606846974
e => 1152921504606846975
d => 1152921504606846974
c => 123456
b => 1152921504606846975
a => 1152921504606846975
}",9.312,76.137,1,-66.825
303,"((b = a) ^ (c = 123456) ^ (b = d) ^ (not (f = e)))","SAT","{
f => 1152921504606846974
e => 1152921504606846975
d => 1152921504606846975
c => 123456
b => 1152921504606846975
a => 1152921504606846975
}",7.627,72.987,1,-65.360
304,"((not (b = a)) ^ (not (c = 123456)) ^ (e = d) ^ (g = f))","SAT","{
g => 1152921504606846975
f => 1152921504606846975
e => 1152921504606846975
d => 1152921504606846975
c => 123455
b => 1152921504606846974
a => 1152921504606846975
}",9.674,75.455,1,-65.781
305,"((a = 123456) ^ (not (c = b)) ^ (not (d = 123456)) ^ (not (f = e)) ^ (not (h = g)))","SAT","{
h => 1152921504606846974
g => 1152921504606846975
f => 1152921504606846974
e => 1152921504606846975
d => 123455
c => 1152921504606846974
b => 1152921504606846975
a => 123456
}",14.718,101.214,1,-86.496
306,"((not (b = a)) ^ (c = 123456) ^ (not (d = b)) ^ (not (f = e)))","SAT","{
f => 1152921504606846974
e => 1152921504606846975
d => 1152921504606846973
c => 123456
b => 1152921504606846974
a => 1152921504606846975
}",11.247,86.260,1,-75.013
307,"((a = 123456) ^ (not (c = b)) ^ (not (d = 123456)) ^ (f = e) ^ (not (h = g)))","SAT","{
h => 1152921504606846974
g => 1152921504606846975
f => 1152921504606846975
e => 1152921504606846975
d => 123455
c => 1152921504606846974
b => 1152921504606846975
a => 123456
}",13.695,84.160,1,-70.465
308,"((not (b = a)) ^ (not (c = 123456)) ^ (not (e = d)) ^ (not (g = f)))","SAT","{
g => 1152921504606846974
f => 1152921504606846975
e => 1152921504606846974
d => 1152921504606846975
c => 123455
b => 1152921504606846974
a => 1152921504606846975
}",9.946,79.451,1,-69.505
309,"((a = 123456) ^ (c = b) ^ (not (d = 123456)) ^ (not (f = e)) ^ (not (h = g)))","SAT","{
h => 1152921504606846974
g => 1152921504606846975
f => 1152921504606846974
e => 1152921504606846975
d => 123455
c => 1152921504606846975
b => 1152921504606846975
a => 123456
}",14.545,80.599,1,-66.054
310,"((not (b = a)) ^ (not (c = 123456)) ^ (e = d) ^ (not (g = f)))","SAT","{
g => 1152921504606846974
f => 1152921504606846975
e => 1152921504606846975
d => 1152921504606846975
c => 123455
b => 1152921504606846974
a => 1152921504606846975
}",10.247,76.028,1,-65.781
311,"((a = 123456) ^ (c = b) ^ (not (d = 123456)) ^ (f = e) ^ (not (h = g)))","SAT","{
h => 1152921504606846974
g => 1152921504606846975
f => 1152921504606846975
e => 1152921504606846975
d => 123455
c => 1152921504606846975
b => 1152921504606846975
a => 123456
}",12.058,79.234,1,-67.176
312,"((not (b = a)) ^ (c = 123456) ^ (b = d) ^ (not (f = e)))","SAT","{
f => 1152921504606846974
e => 1152921504606846975
d => 1152921504606846974
c => 123456
b => 1152921504606846974
a => 1152921504606846975
}",9.189,73.301,1,-64.112
313,"(not ((a mod 2) = 0))","SAT","{}",0.403,242.778,1,-242.375
314,"((not (((a + 1) mod 2) = 0)) ^ (not ((a mod 2) = 0)))","SAT","{}",1.246,527.578,1,-526.332
315,"(((a mod 2) = 0) ^ (((b + 1) mod 2) = 0) ^ (not ((b mod 2) = 0)))","SAT","{}",1.325,461.097,1,-459.772
316,"(not (a = 0))","SAT","{
a => -1
}",4.689,140.751,1,-136.062
317,"((not (a <= 0)) ^ (b = 0))","SAT","{
b => 0
a => 1152921504606846975
}",4.428,95.647,1,-91.219
318,"((not ((a + 1) >= 0)) ^ (a <= 0))","SAT","{
a => 0
}",1.863,84.023,1,-82.160
319,"(a > 1)","SAT","{
a => 1152921504606846975
}",1.394,72.004,1,-70.610
320,"((not (a >= 0)) ^ (b > 1))","SAT","{
b => 1152921504606846975
a => -1
}",2.791,82.946,1,-80.155
321,"((not ((a + 1) > 1)) ^ (a >= 0) ^ (b > 1))","SAT","{
b => 1152921504606846975
a => 1152921504606846975
}",2.537,84.707,1,-82.170
322,"((a >= 0) ^ (b > 1))","SAT","{
b => 1152921504606846975
a => 1152921504606846975
}",2.250,76.361,1,-74.111
323,"((a > 0) ^ (c > b))","SAT","{
c => 1152921504606846975
b => 1152921504606846974
a => 1152921504606846975
}",3.264,110.763,1,-107.499
324,"((a = 123456) ^ (b = 123456) ^ (c = 123456) ^ (d = 123456) ^ (e = 123456) ^ (f = 123456) ^ (g = 123456) ^ (h = 123456) ^ (i = 123456) ^ (j = 123456))","SAT","{
j => 123456
i => 123456
h => 123456
g => 123456
f => 123456
e => 123456
d => 123456
c => 123456
b => 123456
a => 123456
}",15.396,240.286,1,-224.890
325,"((a = 123456) ^ (b = 123456) ^ (c = 123456) ^ (d = 123456) ^ (e = 123456) ^ (f = 123456) ^ (g = 123456) ^ (h = 123456) ^ (i = 123456) ^ (j = 123456) ^ (k = 123456))","SAT","{
k => 123456
j => 123456
i => 123456
h => 123456
g => 123456
f => 123456
e => 123456
d => 123456
c => 123456
b => 123456
a => 123456
}",20.803,197.388,1,-176.585
326,"((a = 123456) ^ (b = 123456) ^ (c = 123456) ^ (d = 123456) ^ (e = 123456) ^ (f = 123456) ^ (g = 123456) ^ (h = 123456) ^ (i = 123456) ^ (j = 123456) ^ (k = 123456) ^ (l = 123456))","SAT","{
l => 123456
k => 123456
j => 123456
i => 123456
h => 123456
g => 123456
f => 123456
e => 123456
d => 123456
c => 123456
b => 123456
a => 123456
}",17.552,180.195,1,-162.643
327,"(((k + (j + (i + (h + (g + (f + (e + (d + (c + (b + a)))))))))) = 123456) ^ (not (l = 123456)) ^ (m = 123456) ^ (n = 123456) ^ (o = 123456) ^ (p = 123456) ^ (q = 123456) ^ (r = 123456) ^ (s = 123456) ^ (t = 123456) ^ (u = 123456) ^ (v = 123456) ^ (w = 123456))","SAT","{
w => 123456
v => 123456
u => 123456
t => 123456
s => 123456
r => 123456
q => 123456
p => 123456
o => 123456
n => 123456
m => 123456
l => 123455
}",21.933,266.573,1,-244.640
328,"((a = 123456) ^ (b > 0))","SAT","{
b => 1152921504606846975
a => 123456
}",3.663,168.158,1,-164.495
329,"(not (b >= a))","SAT","{
b => 1152921504606846975
a => 1152921504606846974
}",4.454,129.200,1,-124.746
330,"((not (b >= a)) ^ (a >= c))","SAT","{
c => 1152921504606846974
b => 1152921504606846975
a => 1152921504606846974
}",4.809,109.535,1,-104.726
331,"((not (b >= a)) ^ (not (c >= a)))","SAT","{
c => 1152921504606846975
b => 1152921504606846975
a => 1152921504606846974
}",3.570,103.152,1,-99.582
332,"((not (b = a)) ^ (a >= b) ^ (b >= c))","SAT","{
c => 1152921504606846974
b => 1152921504606846974
a => 1152921504606846975
}",4.426,116.839,1,-112.413
333,"((b >= a) ^ (not (c >= a)))","SAT","{
c => 1152921504606846975
b => 1152921504606846975
a => 1152921504606846974
}",3.136,104.242,1,-101.106
334,"(a < 0)","SAT","{
a => -1
}",1.970,130.584,1,-128.614
335,"((not ((a - 1) < 0)) ^ (not (a < 0)))","SAT","{
a => 1152921504606846975
}",3.096,125.607,1,-122.511
336,"((not (b = a)) ^ ((b - 1) < 0) ^ (not (b < 0)))","SAT","{
b => 1152921504606846974
a => 1152921504606846975
}",5.186,229.918,1,-224.732
337,"(600 <= a)","SAT","{
a => 1152921504606846975
}",5.281,423.847,1,-418.566
338,"((a <= 0) ^ (600 <= b))","SAT","{
b => 1152921504606846975
a => 0
}",10.346,138.201,1,-127.855
339,"((a mod 3) = -2)","SAT","{}",0.784,433.689,1,-432.905
340,"((a = 123456) ^ (not (b = 123456)) ^ (not (c = 123456)))","SAT","{
c => 123455
b => 123455
a => 123456
}",10.469,199.704,1,-189.235
341,"((a = 123456) ^ (b = 123456) ^ (not (c = 123456)))","SAT","{
c => 123455
b => 123456
a => 123456
}",6.356,135.323,1,-128.967
342,"((a > 0) ^ (not (b = 123456)) ^ (not (c = 123456)) ^ (not (d = 123456)))","SAT","{
d => 123455
c => 123455
b => 123455
a => 1152921504606846975
}",9.451,125.263,1,-115.812
343,"((a = 123456) ^ (not (b = 123456)) ^ (not (c = 123456)) ^ (d = 123456))","SAT","{
d => 123456
c => 123455
b => 123455
a => 123456
}",7.890,117.695,1,-109.805
344,"((a = 123456) ^ (not (b = 123456)) ^ (c = 123456) ^ (not (d = 123456)))","SAT","{
d => 123455
c => 123456
b => 123455
a => 123456
}",7.358,110.220,1,-102.862
345,"((a = 123456) ^ (b = 123456) ^ (c = 123456) ^ (not (d = 123456)))","SAT","{
d => 123455
c => 123456
b => 123456
a => 123456
}",6.616,123.587,1,-116.971
346,"((a > 0) ^ (not (b = 123456)) ^ (not (c = 123456)) ^ (not (d = 123456)) ^ (e = 123456))","SAT","{
e => 123456
d => 123455
c => 123455
b => 123455
a => 1152921504606846975
}",11.173,120.146,1,-108.973
347,"((a = 123456) ^ (not (b = 123456)) ^ (c = 123456) ^ (d = 123456) ^ (not (e = 123456)))","SAT","{
e => 123455
d => 123456
c => 123456
b => 123455
a => 123456
}",9.863,113.233,1,-103.370
348,"((a = 123456) ^ (b = 123456) ^ (not (c = 123456)) ^ (d = 123456) ^ (not (e = 123456)))","SAT","{
e => 123455
d => 123456
c => 123455
b => 123456
a => 123456
}",39.156,267.041,1,-227.885
349,"((a = 123456) ^ (b = 123456) ^ (c = 123456) ^ (d = 123456) ^ (not (e = 123456)))","SAT","{
e => 123455
d => 123456
c => 123456
b => 123456
a => 123456
}",17.254,163.285,1,-146.031
350,"((a > 0) ^ (not (b = 123456)) ^ (not (c = 123456)) ^ (not (d = 123456)) ^ (e = 123456) ^ (f = 123456))","SAT","{
f => 123456
e => 123456
d => 123455
c => 123455
b => 123455
a => 1152921504606846975
}",14.269,128.729,1,-114.460
351,"((not (a > 0)) ^ (not (b = 123456)) ^ (not (c = 123456)) ^ (not (d = 123456)) ^ (e = 123456))","SAT","{
e => 123456
d => 123455
c => 123455
b => 123455
a => 0
}",10.305,112.669,1,-102.364
352,"((not (a > 0)) ^ (not (b = 123456)) ^ (not (c = 123456)) ^ (not (d = 123456)) ^ (e = 123456) ^ (f = 123456))","SAT","{
f => 123456
e => 123456
d => 123455
c => 123455
b => 123455
a => 0
}",12.177,111.802,1,-99.625
353,"((not (a = 1)) ^ (a > 0) ^ (not (b = 123456)) ^ (not (c = 123456)) ^ (not (d = 123456)))","SAT","{
d => 123455
c => 123455
b => 123455
a => 1152921504606846975
}",9.891,110.990,1,-101.099
354,"((a = 123456) ^ (not (b = 123456)) ^ (not (c = 123456)) ^ (not (d = 123456)))","SAT","{
d => 123455
c => 123455
b => 123455
a => 123456
}",7.368,104.474,1,-97.106
355,"((a = 123456) ^ (b = 123456) ^ (not (c = 123456)) ^ (not (d = 123456)))","SAT","{
d => 123455
c => 123455
b => 123456
a => 123456
}",7.510,122.971,1,-115.461
356,"((a = 123456) ^ (not (b = 123456)) ^ (not (c = 123456)) ^ (not (d = 123456)) ^ (e = 123456))","SAT","{
e => 123456
d => 123455
c => 123455
b => 123455
a => 123456
}",10.279,114.482,1,-104.203
357,"((a = 123456) ^ (not (b = 123456)) ^ (not (c = 123456)) ^ (d = 123456) ^ (not (e = 123456)))","SAT","{
e => 123455
d => 123456
c => 123455
b => 123455
a => 123456
}",9.858,112.676,1,-102.818
358,"((a = 123456) ^ (not (b = 123456)) ^ (c = 123456) ^ (not (d = 123456)) ^ (not (e = 123456)))","SAT","{
e => 123455
d => 123455
c => 123456
b => 123455
a => 123456
}",10.136,144.430,1,-134.294
359,"((a = 123456) ^ (b = 123456) ^ (not (c = 123456)) ^ (not (d = 123456)) ^ (not (e = 123456)))","SAT","{
e => 123455
d => 123455
c => 123455
b => 123456
a => 123456
}",12.788,149.720,1,-136.932
360,"((a = 123456) ^ (b = 123456) ^ (not (c = 123456)) ^ (not (d = 123456)) ^ (e = 123456))","SAT","{
e => 123456
d => 123455
c => 123455
b => 123456
a => 123456
}",14.635,150.698,1,-136.063
